"partner_type","organization","website","hq_state","states_served","est_hospitals_reached","reach_source_url","partner_motion","program_evidence","program_source_url","existing_rcm_or_denials_partner","competitor_risk","competitor_risk_reason","montana_or_meditech_tie","priority","priority_reason","date_checked"
"Rural network / hospital-owned co-op","Show-Me High Value Network","showmehvn.org","MO","MO","23 hospitals at 2026-09-09 launch (MHA release)","https://www.mohospitals.org/newsroom/independent-missouri-hospitals-unite-to-launch-show-me-high-value-network/","refer / contract","New CIN; 'members will work together on lowering the cost of purchasing equipment and services', optional per hospital (Becker's 2026-09-11). Cibolo tie: Hermann Area District Hospital CEO told a local paper the group was 'gathering under the umbrella of CIBOLO' and is 'the eighth such network' (Gasconade County Republican 2025-12-03); MHA release does not name a manager.","https://www.gasconadecountyrepublican.com/stories/hermann-area-district-hospital-joins-consortium-of-independent-hospitals-to-improve-bargain-stance,250334","NOT_FOUND (TruBridge likely via Cibolo, INFERENCE)","high","Cibolo involvement reported by local press (2025-12-03); if Cibolo manages it, Cibolo's RCM/denials services and TruBridge preference apply","N","B","(judgment) 23 hospitals and an opt-in purchasing committee forming now; flag as Cibolo competitor risk until the manager is confirmed.","2026-09-24"
"Rural network / hospital-owned co-op","Cibolo Health (operator of rural high value networks)","cibolohealth.com","SD","ND, MN, MT, OH, WI, NE, KS, OR (pending), MO (reported)","~124 hospitals across 7 live HVNs (INFERENCE: sum of cibolohealth.com counts + KS 7), plus OR 11 and MO 23 forming","https://cibolohealth.com/networks/","refer (via network boards)","Manages HVNs for an annual fee (KFF 2025-09-09); network members pay Cibolo for management services","https://kffhealthnews.org/rural-health/rural-hospitals-north-dakota-cins-rough-rider-network-closures","TruBridge (preferred RCM partner)","high","Manager Cibolo Health lists billing, coding, A/R and 'denial management' among its services and named TruBridge preferred RCM partner for its CIN members (BusinessWire 2025-02-12)","Y: manages Yellowstone HVN (MT), which includes Glendive MC","C","(judgment) Direct competitor posture at the corporate level; engage the member networks, not Cibolo.","2026-09-24"
"Rural network / hospital-owned co-op","Western Healthcare Alliance (WHA) + Healthcare Management LLC","wha1.org","CO","CO, UT, MI","30+ hospital/large org members (WHA brochure 2026); 28 independent (21 CAH) per 2024 impact study","https://wha1.org/wp-content/uploads/2025/09/WHA-Hospitals-and-Large-Healthcare-Orgs-Web-2-23-26.pdf","endorse / refer / contract","19 peer network groups; corporate partners 'carefully vetted by staff and members' with WHA-managed master agreements (per WHA). Sister co. Healthcare Management LLC houses A-1 Collection Agency and AR Services for early-out/self-pay extended business office.","https://wha1.org/wp-content/uploads/2025/09/WHA-Hospitals-and-Large-Healthcare-Orgs-Web-2-23-26.pdf","Own AR Services / A-1 Collection Agency (early-out, self-pay); Avec Health Solutions CBO (2014, stale)","med","Member-owned AR Services does early-out self-pay, not payer denial appeals; sit-next-to angle is clear","N","A","(judgment) 30+ members, formal vendor-vetting program, and a denials gap next to its own self-pay EBO.","2026-09-24"
"Rural network / hospital-owned co-op","Illinois Critical Access Hospital Network (ICAHN)","icahn.org","IL","IL","60 member hospitals (icahn.org business partners page)","https://icahn.org/business-partners/","endorse / refer","Sponsor tiers: Event, Organization, Blue Star, Preferred Partner; Preferred Partner gives 'exclusive promotion within their business category'. Current preferred partners include OS inc. ('billing, insurance follow-up, denial management') and Quadax ('Preferred Partner since November 2025', claims management/clearinghouse).","https://icahn.org/business-partners/partnership-opportunities/","OS inc. (denial management); Quadax (clearinghouse, denial prevention)","med","Preferred-partner slots are category-exclusive and OS inc. already markets denial management to members; Aegis would need a distinct category (AI appeal writing) or a non-exclusive tier","N","B","(judgment) Big reach and an active partner program, but the denials category appears taken by OS inc.","2026-09-24"
"Rural network / hospital-owned co-op","Medi-Sota Inc.","medi-sota.org","MN","MN","37 member providers (medi-sota.org, Phase 1)","https://medi-sota.org/main/index.php/en/membership-benefits","endorse / contract","Contract Vendor program ('become a Medi-Sota Contract Vendor'); Business Office Resources vendor list; 'no contracts or services are mandatory'. ED Jennifer Gearman.","https://medi-sota.org/main/index.php/en/current-vendors/business-office-resources","TruBridge (RCM software); MedCycle Solutions (billing/AR/RCM); Colltech; Clear Balance","med","Business office list already carries TruBridge and MedCycle, but it is a non-exclusive vendor list","N","A","(judgment) 37 rural members, a live contract-vendor intake path, and a non-exclusive business office category.","2026-09-24"
"Rural network / hospital-owned co-op","Prairie Health Ventures (PHV)","phvne.com","NE","NE, IA, KS","'over 50 hospitals and 600+ affiliates' (phvne.com)","https://phvne.com/about-us/","contract / endorse","Premier GPO group owner serving 'smaller, more rural hospitals'; services in technology, pharmacy, USAC, HR/admin (per PHV).","https://phvne.com/about-us/","NOT_FOUND (Premier portfolio)","low","No own RCM product found; Premier contract portfolio could include RCM vendors (not verified)","N","B","(judgment) Large rural reach and low risk, but no revenue cycle or vendor-endorsement program found.","2026-09-24"
"Rural network / hospital-owned co-op","Heartland Health Alliance (Bryan Health Rural Services)","bryanhealth.com","NE","NE, KS, IA, MO","59 member hospitals (bryanhealth.com, Phase 1)","https://bryanhealth.com/bryan-health-rural-services/heartland-health-alliance","endorse / refer","Preferred vendor program, HFMA enterprise membership, finance and managed care consulting for members (per Bryan Health, Phase 1). ED Patrick Ganyo.","https://bryanhealth.com/bryan-health-rural-services/strategic-partnerships","NOT_FOUND","low","No RCM/denials product found","N","A","(judgment) 59 rural hospitals, low risk, and a preferred-vendor mechanism; confirm vendor intake process.","2026-09-24"
"Rural network / hospital-owned co-op","HomeTown Health LLC","hometownhealthonline.com","GA","GA, FL, AL, MS, IA","'over 70 rural hospitals in the Southeast' (hometownhealthonline.com)","https://hometownhealthonline.com/","endorse / refer / fund","Vetted Business Partner program (Gold/Silver, Platinum after 1 yr, Presidential after 3) with 'due diligence process that includes reference checking'; RISE revenue cycle program ($15,000/yr or SHIP/Flex-funded, e.g., GA SHIP:RISE); 2026 Revenue Cycle Bootcamp; Iowa Flex FIRES financial program covering 'managing denials and audits' (Iowa HHS).","https://hometownhealthonline.com/wp-content/uploads/2022/12/HTH.2022.BusinessPartner.Brochure.web_.pdf","Quadax (Presidential partner: clearinghouse, 'Denial Management Software'); Healthcare Coding and Consulting Services (coding)","med","Quadax holds a denial-management-software partner slot; Aegis's appeal-writing service is adjacent, not identical","N","A","(judgment) 70+ rural hospitals, formal vetted partner program, and grant-funded revenue cycle programs in GA and IA; strongest Southeast channel found.","2026-09-24"
"Rural network / hospital-owned co-op","Rural Wisconsin Health Cooperative (RWHC)","rwhc.com","WI","WI","Owned by 40-42 rural hospitals (rwhc.com; LinkedIn 2026)","https://www.rwhc.com/About-Us/RWHC-Overview","refer / endorse","Shared services incl. coding consultation, roundtables, reimbursement/credentialing, insurance contracting (hiring Director of Insurance Contracting & Relations, 2026-08); coding/reimbursement webinars.","https://www.rwhc.com/Services","none found","low","Coding consultation only; no denials/appeals service found","N","B","(judgment) 40+ owner hospitals and low risk, but no vendor partner or RCM program intake found.","2026-09-24"
"Rural network / hospital-owned co-op","The Hospital Cooperative","hospitalcooperative.org","ID","ID, WY","17 member hospitals listed (incl. Star Valley Health, WY) (members page, 2024)","https://hospitalcooperative.org/members/","refer","Executive board of 17 hospital leaders; shared programs such as a Multiple Employer Retirement Plan (John Hancock).","https://hospitalcooperative.org/","NOT_FOUND","low","No RCM service found","N","B","(judgment) 17 hospitals and low risk, but no revenue cycle program or vendor path found.","2026-09-24"
"Rural network / hospital-owned co-op","Nevada Rural Hospital Partners (NRHP)","nrhp.org","NV","NV","13 CAHs (nrhp.org, 2026)","https://nrhp.org/hospitals/","refer / contract / fund","Hospital-owned network; Revenue Cycle Improvement Program covers 'denials management', offers 'Recommendations for external vendors ... and assistance with RFPs'; Flex/SHIP subcontractor; group purchasing via Health Future.","https://nrhp.org/what-we-do/revenue-cycle/","NOT_FOUND","low","Consultative RCIP, not an outsourced denials service","N","B","(judgment) Explicit vendor-recommendation and RFP-assist mechanism, but 13 CAHs is under the reach bar.","2026-09-24"
"Rural network / hospital-owned co-op","Pennsylvania Mountains Healthcare Alliance (PMHA)","pmhalliance.org","PA","PA, NY","13 member hospitals + 2 NY revenue-cycle affiliates (Brooks Memorial, Cuba Memorial) (pmhalliance.org)","http://www.pmhalliance.org/","integrate / contract","Runs a revenue cycle 'pod' shared service; VP Revenue Cycle & Finance 'leads 5 of its member hospitals fully engaged in receiving the full front to back-end revenue cycle services' incl. denials; adopted FinThrive end-to-end revenue platform (2024-02-29).","http://www.pmhalliance.org/pagerc","FinThrive (platform); PMHA own RCM shared service","med","PMHA itself performs denial management for pod hospitals; Aegis would be a tool for PMHA staff rather than a replacement","N","B","(judgment) Real RCM buyer inside a hospital-owned co-op, but reach under 20 and denials work is in-house.","2026-09-24"
"Rural network / hospital-owned co-op","Mississippi Rural Hospital Alliance (RHA)","mhanet.org/Online/Resources/Rural_Hospital_Alliance.aspx","MS","MS","39 members (2021, stale)","https://mhanet.org/Online/Resources/Rural_Hospital_Alliance.aspx","endorse / refer","Rural hospital network (formerly Delta Rural Health Network) using 'the purchasing power of a network'; sponsorship program gives vendors 'yearlong exposure'; managed by Mississippi Hospital Association under contract; publishes a Buyers Guide.","https://mhanet.org/Online/Resources/Rural_Hospital_Alliance.aspx","NOT_FOUND","low","No RCM product found","N","B","(judgment) Largest MS rural network with a paid vendor exposure path, but count is 2021 and no endorsement/RC program found.","2026-09-24"
"Rural network / hospital-owned co-op","TORCH Clinically Integrated Network / TORCH Management Services","torchnet.org","TX","TX","32 CIN hospitals (spring 2024, Episcopal Health eval); TORCH ~150 hospital members (FirstChoice history page, stale)","https://www.episcopalhealth.org/research_report/evaluation-of-the-texas-organization-community-hospitals-clinically-integrated-network/","endorse / contract","TORCH Management Services runs exclusive endorsements (e.g., Alliant Purchasing for GPO, Mantis Innovation for energy); CIN signs payer contracts for participants.","https://www.torchnet.org/group-purchasing.html","NOT_FOUND","low","No own RCM product found","N","B","(judgment) Big TX rural reach with an endorsement habit, but no revenue cycle endorsement found; overlaps the state-association census.","2026-09-24"
"Rural network / hospital-owned co-op","Arkansas Rural Health Partnership (ARHP)","arruralhealth.org","AR","AR","19 hospitals + 4 FQHCs (arruralhealth.org, Phase 1)","https://arruralhealth.org/who-we-are/leaders","refer / fund","Reports >$72M in grants obtained for members; MSO services incl. RCM listed in a 2018 deck (stale).","https://arruralhealth.org/who-we-are/leaders","NOT_FOUND","low","No current RCM product verified","N","B","(judgment) Strong grant engine for 19 hospitals, but no current revenue cycle vendor program verified.","2026-09-24"
"Rural network / hospital-owned co-op","Indiana Statewide Rural Health Network (InSRHN, via IRHA)","indianaruralhealth.org","IN","IN","27 hospitals (IRHA page, Phase 1)","https://indianaruralhealth.org/services/insrhn-roundtables","endorse / refer","Revenue Cycle Roundtable and contract portfolio; shared-savings revenue stream (RHIhub).","https://indianaruralhealth.org/services/insrhn-roundtables","NOT_FOUND","low","Peer-group network, no RCM product","N","A","(judgment) 27 hospitals, a standing Revenue Cycle Roundtable as a fast entry point, and low risk.","2026-09-24"
"Rural network / hospital-owned co-op","Utah Rural 9 (via Utah Hospital Association)","utahhospitals.org","UT","UT","9 hospitals (8 CAH) (RHIhub)","https://ruralhealthinfo.org/project-examples/745","endorse / refer","Revenue Cycle Managers peer group and revenue cycle webinars; shares savings with members; $1,000/month dues (RHIhub).","https://ruralhealthinfo.org/project-examples/745","NOT_FOUND","low","Peer group only","N","B","(judgment) Good RC peer-group entry point, but only 9 hospitals.","2026-09-24"
"Rural network / hospital-owned co-op","New Mexico Rural Hospital Network (NMRHN)","nmrhn.net","NM","NM","11 hospitals (nmrhn.net)","https://nmrhn.net/about2","endorse / refer","GPO discounts and business partnerships; ED Stephen Stoddard (per NMRHN, Phase 1).","https://nmrhn.net/about2","NOT_FOUND","low","No RCM product found","Y: member Roosevelt General Hospital runs MEDITECH Expanse (myrgh.org, Phase 1)","B","(judgment) Business-partnership path and a MEDITECH member, but only 11 hospitals.","2026-09-24"
"Rural network / hospital-owned co-op","Northwest Hospital Alliance","nwhospitalalliance.org","ID","ID","8 hospitals (nwhospitalalliance.org)","https://nwhospitalalliance.org/how-we-do-it","refer / contract","Peer groups, group contracting, shared services (per NWHA).","https://nwhospitalalliance.org/how-we-do-it","NOT_FOUND","low","No RCM product found","N","B","(judgment) Group contracting mechanism, small reach.","2026-09-24"
"Rural network / hospital-owned co-op","Louisiana Independent Hospital Network Coalition (LIHNC)","lihnc.org","LA","LA","26 members, mostly CAHs (Commonwealth Fund 2023)","https://www.commonwealthfund.org/publications/2023/may/how-regional-partnerships-bolster-rural-hospitals","contract / endorse","Formed a GPO negotiating food, laundry, radiology equipment and other services; joint credentialing; shared EMR access (Commonwealth Fund 2023).","https://flexmonitoring.org/leveraging-partnerships","NOT_FOUND","low","GPO only","N","B","(judgment) 26 rural hospitals and a GPO, but no revenue cycle purchasing seen; 2023 source.","2026-09-24"
"Rural network / hospital-owned co-op","Pioneer Health Network","phn.org","KS","KS","21 hospitals (phn.org, Phase 1)","https://phn.org","endorse / contract","Group purchasing; ED Dee Dee Dewell (per PHN, Phase 1).","https://phn.org","NOT_FOUND","low","GPO only","N","B","(judgment) 21 KS hospitals via purchasing, no RC program found.","2026-09-24"
"Rural network / hospital-owned co-op","Great Plains Health Alliance (GPHA)","gpha.com","KS","KS, NE","'over 30' hospitals (gpha.com, Phase 1)","https://gpha.com/services","integrate / refer","Leases/manages rural hospitals; runs a central business office with Oracle Health, paid as a percentage of monthly collections; VP Reimbursement Sara Calhoun (Phase 1).","https://gpha.com/services","Own CBO with Oracle Health; Multiview ERP","high","GPHA's own CBO does billing and follow-up for affiliates","Y: Oracle Health CBO/EHR partner","B","(judgment) Competitor on billing, but an Oracle-based CBO serving 30+ CAHs could buy Aegis as an appeals engine; integrate angle only.","2026-09-24"
"Rural network / hospital-owned co-op","Wilderness Health","wildernesshealthmn.org","MN","MN, WI","9 hospitals (Commonwealth Fund 2023)","https://www.commonwealthfund.org/publications/2023/may/how-regional-partnerships-bolster-rural-hospitals","refer","Revenue Cycle Education cohort ($200 per member, 2025) (per Wilderness Health, Phase 1).","https://wildernesshealthmn.org/initiatives/revenue-cycle-education","NOT_FOUND","low","Education only","N","B","(judgment) Active RC education cohort, small reach.","2026-09-24"
"Rural network / hospital-owned co-op","Upper Peninsula Health Care Solutions (UPHCS)","uphcs.org","MI","MI (UP)","~13 hospitals on board (uphcs.org/team, Phase 1)","https://uphcs.org/team","endorse / contract","Joint purchasing, national GPO access (per UPHCS, Phase 1).","https://uphcs.org/about-us-2","NOT_FOUND","low","GPO only","N","B","(judgment) Purchasing mechanism, reach under 15.","2026-09-24"
"Rural network / hospital-owned co-op","Northland Healthcare Alliance","northlandhealth.com","ND","ND, SD","~17 listed members (site undated)","https://northlandhealth.com/partners/clinical","refer","HIM coding audits; clinic billing support (per Northland, Phase 1).","https://northlandhealth.com/partners/clinical","Own coding/billing support","med","Offers clinic billing support and coding audits","N","B","(judgment) ~17 ND/SD members, some RCM overlap, no vendor program found.","2026-09-24"
"Rural network / hospital-owned co-op","Monida Healthcare Network","monida.com","MT","MT, ID","7 hospitals (Monida home page); member hospitals include Barrett, Clark Fork Valley, Community Medical Center, Granite County, Mineral Community, St. Luke, Ruby Valley","http://www.monida.com/our-members.htm","refer / resell","Physician Hospital Organization offering credentialing, payer contracting, 'Claims Resolution', group purchasing incl. 'Claims Clearinghouse', and fee-based 'Billing/Coding' solutions (per Monida).","https://www.monida.com/services.htm","Own Monida Healthcare Billing Solutions","med","Sells billing/coding and claims resolution services, mostly to practices","Y: Montana; overlaps Yellowstone HVN members","B","(judgment) Montana PHO with claims-resolution work; small hospital reach, possible resell partner.","2026-09-24"
"Rural network / hospital-owned co-op","Billings Clinic-Logan Health (regional affiliate network)","billingsclinic.com","MT","MT, WY","19 affiliate hospitals (14 MT + 5 WY) on affiliate page, seen 2026-09-24","https://billingsclinic.com/about-us/affiliate-hospitals-clinics","resell / refer / integrate","Health system affiliate network (not a co-op). Affiliate page (fetched 2026-09-24) still lists 'Glendive Medical Center - Glendive, MT'; affiliates share 'resources such as technology and specialized providers'. Network CFO role covers affiliate 'charge entry and patient billing' and A/R (undated job post, Phase 1). Expanding Oracle Health EHR to all 30 hospitals (Oracle 2024-10-23).","https://billingsclinic.com/about-us/affiliate-hospitals-clinics","NOT_FOUND","med","System regional finance team consults on affiliate business offices; no denials vendor seen","Y: Montana; Glendive MC listed as affiliate; Oracle Health","A","(judgment) Health system affiliate network: 19 affiliates, Oracle Health, and Glendive as a live proof point inside the network.","2026-09-24"
"Rural network / hospital-owned co-op","National Cooperative of Health Networks Association (NCHN)","nchn.org","FL","national","~40 network members (NCHN roster, Phase 1); includes Montana Health Network and Monida","https://nchn.org/site/business-partner-prospectus","endorse / refer","National association of rural health networks; paid Business Partner program with annual conference and webinars; ED Linda K. Weiss (Phase 1).","https://nchn.org/site/business-partner-prospectus","'TRS' premier partner (identity unclear); MedCycle Solutions","low","Association of networks; no own RCM product","Y: MHN (Glendive shareholder) and Monida are NCHN members","A","(judgment) One sponsorship reaches the executives of ~40 networks; low risk and an active partner program.","2026-09-24"
"Rural network / hospital-owned co-op","Eastern Plains Healthcare Consortium","easternplainshealth.org","CO","CO","10-11 CAHs (Commonwealth Fund 2023; RHND sourcebook 2023)","https://www.commonwealthfund.org/publications/2023/may/how-regional-partnerships-bolster-rural-hospitals","refer / fund","HRSA RHND grantee; staff-share program (Commonwealth Fund 2023).","https://ruralhealthlink.org/wp-content/uploads/2023/09/Network-Development-Sourcebook-2023_V3100-1-1.pdf","NOT_FOUND","low","No RCM product","N","C","(judgment) Small, grant-driven, no revenue cycle program found.","2026-09-24"
"Rural network / hospital-owned co-op","New England Collaborative Health Network (NECHN)","nechnetwork.com","VT","VT, NH, NY","10 members (VTCNG 2025-05-01, Phase 1)","https://nechnetwork.com/who-we-are","none","'Ovation Healthcare is the engine within' the network (per NECHN).","https://nechnetwork.com/who-we-are","Ovation Healthcare (Amplify RCM)","high","Run by Ovation, whose Amplify RCM is a known competitor","N","C","(judgment) Competitor-run network.","2026-09-24"
